reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2022,February,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,0.4,value in thousands,,0.4,2022-02-01
2022,February,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,654.3,value in thousands,,654.3,2022-02-01
2022,February,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,24.3,value in thousands,,24.3,2022-02-01
2022,February,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,878.9,value in thousands,,878.9,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,94.4,value in percentage,,94.4,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,79.4,value in percentage,,79.4,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,94.3,value in percentage,,94.3,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,96.2,value in percentage,,96.2,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,98.1,value in percentage,,98.1,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,64.5,value in percentage,,64.5,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.5,value in percentage,,99.5,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,94.9,value in percentage,,94.9,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.4,value in percentage,,99.4,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,88.2,value in percentage,,88.2,2022-02-01
2022,February,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.8,value in percentage,,99.8,2022-02-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,450.3,value in thousands,,450.3,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,354.6,value in thousands,,354.6,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,54.0,value in thousands,,54.0,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,152.0,value in thousands,,152.0,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.9,value in thousands,,3.9,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,24.7,value in thousands,,24.7,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,29.2,value in thousands,,29.2,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,8.9,value in thousands,,8.9,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,0.4,value in thousands,,0.4,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,931.4,value in thousands,,931.4,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,41.3,value in thousands,,41.3,2022-03-01
2022,March,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,674.7,value in thousands,,674.7,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,94.3,value in percentage,,94.3,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,85.4,value in percentage,,85.4,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.0,value in percentage,,98.0,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,96.4,value in percentage,,96.4,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,93.6,value in percentage,,93.6,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.4,value in percentage,,98.4,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,75.1,value in percentage,,75.1,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.6,value in percentage,,99.6,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,95.3,value in percentage,,95.3,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.5,value in percentage,,99.5,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,92.3,value in percentage,,92.3,2022-03-01
2022,March,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2022-03-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,439.1,value in thousands,,439.1,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,331.5,value in thousands,,331.5,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,57.0,value in thousands,,57.0,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,111.3,value in thousands,,111.3,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.3,value in thousands,,4.3,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,34.5,value in thousands,,34.5,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,31.7,value in thousands,,31.7,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,9.1,value in thousands,,9.1,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,0.4,value in thousands,,0.4,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,847.0,value in thousands,,847.0,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,77.0,value in thousands,,77.0,2022-04-01
2022,April,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,510.7,value in thousands,,510.7,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,94.8,value in percentage,,94.8,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,88.3,value in percentage,,88.3,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.7,value in percentage,,97.7,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.3,value in percentage,,97.3,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,91.8,value in percentage,,91.8,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,77.2,value in percentage,,77.2,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.8,value in percentage,,99.8,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,98.7,value in percentage,,98.7,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.5,value in percentage,,99.5,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,96.7,value in percentage,,96.7,2022-04-01
2022,April,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2022-04-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,520.4,value in thousands,,520.4,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,328.4,value in thousands,,328.4,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,29.4,value in thousands,,29.4,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,88.9,value in thousands,,88.9,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,2.3,value in thousands,,2.3,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,29.2,value in thousands,,29.2,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,31.6,value in thousands,,31.6,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.0,value in thousands,,2.0,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,0.4,value in thousands,,0.4,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,991.3,value in thousands,,991.3,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,76.2,value in thousands,,76.2,2022-05-01
2022,May,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,2.0,value in millions,,2.0,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,95.0,value in percentage,,95.0,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,88.5,value in percentage,,88.5,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,96.3,value in percentage,,96.3,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.9,value in percentage,,97.9,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,87.7,value in percentage,,87.7,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.3,value in percentage,,98.3,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,80.0,value in percentage,,80.0,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.6,value in percentage,,97.6,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,93.6,value in percentage,,93.6,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.5,value in percentage,,99.5,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,96.6,value in percentage,,96.6,2022-05-01
2022,May,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2022-05-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,619.5,value in thousands,,619.5,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,297.7,value in thousands,,297.7,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,29.2,value in thousands,,29.2,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,103.2,value in thousands,,103.2,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,78.0,value in thousands,,78.0,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,197.6,value in thousands,,197.6,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,36.3,value in thousands,,36.3,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.0,value in thousands,,2.0,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,1.1,value in thousands,,1.1,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.2,value in millions,,1.2,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,79.4,value in thousands,,79.4,2022-06-01
2022,June,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,1.5,value in millions,,1.5,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.0,value in percentage,,96.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,86.0,value in percentage,,86.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,94.0,value in percentage,,94.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.0,value in percentage,,98.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,99.0,value in percentage,,99.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,100.0,value in percentage,,100.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,70.0,value in percentage,,70.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.0,value in percentage,,97.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,96.0,value in percentage,,96.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,100.0,value in percentage,,100.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,93.0,value in percentage,,93.0,2022-06-01
2022,June,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,100.0,value in percentage,,100.0,2022-06-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,370.1,value in thousands,,370.1,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,166.5,value in thousands,,166.5,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,77.7,value in thousands,,77.7,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,52.3,value in thousands,,52.3,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,7.4,value in thousands,,7.4,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,9.2,value in thousands,,9.2,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,22.5,value in thousands,,22.5,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.1,value in thousands,,1.1,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,0.7,value in thousands,,0.7,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,909.2,value in thousands,,909.2,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,123.1,value in thousands,,123.1,2022-07-01
2022,July,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,272.9,value in thousands,,272.9,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.0,value in percentage,,96.0,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,75.6,value in percentage,,75.6,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.3,value in percentage,,98.3,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.8,value in percentage,,97.8,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,93.8,value in percentage,,93.8,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,97.3,value in percentage,,97.3,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,77.4,value in percentage,,77.4,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,96.5,value in percentage,,96.5,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,94.6,value in percentage,,94.6,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.5,value in percentage,,99.5,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,97.6,value in percentage,,97.6,2022-07-01
2022,July,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.3,value in percentage,,99.3,2022-07-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,643.6,value in thousands,,643.6,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,317.8,value in thousands,,317.8,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,57.0,value in thousands,,57.0,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,79.6,value in thousands,,79.6,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,7.7,value in thousands,,7.7,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,25.2,value in thousands,,25.2,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,32.5,value in thousands,,32.5,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.4,value in thousands,,2.4,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.6,value in thousands,,2.6,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,906.2,value in thousands,,906.2,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,96.0,value in thousands,,96.0,2022-08-01
2022,August,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,748.3,value in thousands,,748.3,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.1,value in percentage,,97.1,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,78.5,value in percentage,,78.5,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.7,value in percentage,,97.7,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,97.9,value in percentage,,97.9,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,93.5,value in percentage,,93.5,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.2,value in percentage,,98.2,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,69.8,value in percentage,,69.8,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,94.7,value in percentage,,94.7,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,96.0,value in percentage,,96.0,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.4,value in percentage,,99.4,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,95.0,value in percentage,,95.0,2022-08-01
2022,August,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2022-08-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,723.5,value in thousands,,723.5,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,275.7,value in thousands,,275.7,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,49.7,value in thousands,,49.7,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,84.2,value in thousands,,84.2,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.6,value in thousands,,4.6,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,34.8,value in thousands,,34.8,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,28.8,value in thousands,,28.8,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.6,value in thousands,,2.6,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.5,value in thousands,,2.5,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,921.6,value in thousands,,921.6,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,82.1,value in thousands,,82.1,2022-09-01
2022,September,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,877.5,value in thousands,,877.5,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.7,value in percentage,,96.7,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,74.8,value in percentage,,74.8,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.2,value in percentage,,97.2,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.1,value in percentage,,98.1,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,88.7,value in percentage,,88.7,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.5,value in percentage,,98.5,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,68.1,value in percentage,,68.1,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,94.2,value in percentage,,94.2,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,95.8,value in percentage,,95.8,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.4,value in percentage,,99.4,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,94.9,value in percentage,,94.9,2022-09-01
2022,September,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2022-09-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,694.6,value in thousands,,694.6,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,294.5,value in thousands,,294.5,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,50.1,value in thousands,,50.1,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,75.3,value in thousands,,75.3,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.4,value in thousands,,3.4,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,31.9,value in thousands,,31.9,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,18.2,value in thousands,,18.2,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.2,value in thousands,,2.2,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,1.4,value in thousands,,1.4,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,878.8,value in thousands,,878.8,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,107.3,value in thousands,,107.3,2022-10-01
2022,October,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,649.7,value in thousands,,649.7,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,95.4,value in percentage,,95.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,81.3,value in percentage,,81.3,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,96.7,value in percentage,,96.7,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.4,value in percentage,,98.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,87.0,value in percentage,,87.0,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,60.4,value in percentage,,60.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,95.8,value in percentage,,95.8,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,95.4,value in percentage,,95.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.4,value in percentage,,99.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,96.4,value in percentage,,96.4,2022-10-01
2022,October,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.2,value in percentage,,99.2,2022-10-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,712.0,value in thousands,,712.0,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,484.3,value in thousands,,484.3,2022-11-01
2022,November,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,78.2,value in thousands,,78.2,2022-11-01
