reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2023,June,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,766466.0,value in absolute number,,766466.0,2023-06-01
2023,July,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,766846.0,value in absolute number,,766846.0,2023-07-01
2023,August,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,765480.0,value in absolute number,,765480.0,2023-08-01
2023,September,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,693377.0,value in absolute number,,693377.0,2023-09-01
2023,October,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,636128.0,value in absolute number,,636128.0,2023-10-01
2023,November,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,762333.0,value in absolute number,,762333.0,2023-11-01
2023,December,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,817962.0,value in absolute number,,817962.0,2023-12-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,675.1,value in thousands,,675.1,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,586.2,value in thousands,,586.2,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,39.0,value in thousands,,39.0,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,4.0,value in millions,,4.0,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,7.6,value in thousands,,7.6,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,68.1,value in thousands,,68.1,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,35.6,value in thousands,,35.6,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.3,value in thousands,,2.3,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.0,value in thousands,,2.0,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.3,value in millions,,1.3,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,256.4,value in thousands,,256.4,2023-01-01
2023,January,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,509.1,value in thousands,,509.1,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,96.1,value in percentage,,96.1,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,96.0,value in percentage,,96.0,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.4,value in percentage,,98.4,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,100.0,value in percentage,,100.0,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,95.6,value in percentage,,95.6,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.4,value in percentage,,99.4,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,89.4,value in percentage,,89.4,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.6,value in percentage,,98.6,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.4,value in percentage,,99.4,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.2,value in percentage,,99.2,2023-01-01
2023,January,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.0,value in percentage,,99.0,2023-01-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,638.0,value in thousands,,638.0,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,427.4,value in thousands,,427.4,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,28.1,value in thousands,,28.1,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,357.2,value in thousands,,357.2,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,9.7,value in thousands,,9.7,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,31.9,value in thousands,,31.9,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,32.5,value in thousands,,32.5,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.9,value in thousands,,1.9,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,1.7,value in thousands,,1.7,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.0,value in millions,,1.0,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,210.8,value in thousands,,210.8,2023-02-01
2023,February,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,564.0,value in thousands,,564.0,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.2,value in percentage,,97.2,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,93.7,value in percentage,,93.7,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.9,value in percentage,,97.9,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,99.7,value in percentage,,99.7,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,96.8,value in percentage,,96.8,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,86.0,value in percentage,,86.0,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.3,value in percentage,,98.3,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,97.7,value in percentage,,97.7,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.0,value in percentage,,99.0,2023-02-01
2023,February,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.2,value in percentage,,99.2,2023-02-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,807.5,value in thousands,,807.5,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,737.4,value in thousands,,737.4,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,55.7,value in thousands,,55.7,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,360.0,value in thousands,,360.0,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,11.0,value in thousands,,11.0,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,30.9,value in thousands,,30.9,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,52.8,value in thousands,,52.8,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.4,value in thousands,,2.4,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.4,value in thousands,,2.4,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.5,value in millions,,1.5,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,299.1,value in thousands,,299.1,2023-03-01
2023,March,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,752.4,value in thousands,,752.4,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.8,value in percentage,,97.8,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,96.3,value in percentage,,96.3,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.9,value in percentage,,98.9,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,99.7,value in percentage,,99.7,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,95.9,value in percentage,,95.9,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,89.7,value in percentage,,89.7,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.3,value in percentage,,98.3,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,98.6,value in percentage,,98.6,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.8,value in percentage,,99.8,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.3,value in percentage,,99.3,2023-03-01
2023,March,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.5,value in percentage,,99.5,2023-03-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,936.1,value in thousands,,936.1,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,752.5,value in thousands,,752.5,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,44.6,value in thousands,,44.6,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,244.9,value in thousands,,244.9,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,5.4,value in thousands,,5.4,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,407.7,value in thousands,,407.7,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,59.2,value in thousands,,59.2,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.5,value in thousands,,1.5,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.1,value in thousands,,2.1,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.4,value in millions,,1.4,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,411.8,value in thousands,,411.8,2023-04-01
2023,April,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,1.2,value in millions,,1.2,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,98.1,value in percentage,,98.1,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,95.3,value in percentage,,95.3,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.6,value in percentage,,98.6,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,99.1,value in percentage,,99.1,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,86.3,value in percentage,,86.3,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.8,value in percentage,,99.8,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,85.0,value in percentage,,85.0,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.2,value in percentage,,97.2,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.1,value in percentage,,99.1,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.1,value in percentage,,99.1,2023-04-01
2023,April,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2023-04-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.1,value in millions,,1.1,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,834.0,value in thousands,,834.0,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,34.4,value in thousands,,34.4,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,280.0,value in thousands,,280.0,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,7.8,value in thousands,,7.8,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,35.2,value in thousands,,35.2,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,835.2,value in thousands,,835.2,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.9,value in thousands,,1.9,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,1.9,value in thousands,,1.9,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.4,value in millions,,1.4,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,320.8,value in thousands,,320.8,2023-05-01
2023,May,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,995.0,value in thousands,,995.0,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.8,value in percentage,,97.8,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,94.4,value in percentage,,94.4,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.0,value in percentage,,97.0,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,99.3,value in percentage,,99.3,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,93.5,value in percentage,,93.5,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,93.5,value in percentage,,93.5,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.0,value in percentage,,99.0,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.1,value in percentage,,99.1,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.0,value in percentage,,99.0,2023-05-01
2023,May,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2023-05-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.1,value in millions,,1.1,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,675.8,value in thousands,,675.8,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,55.4,value in thousands,,55.4,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,271.8,value in thousands,,271.8,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.6,value in thousands,,3.6,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,18.9,value in thousands,,18.9,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,303.4,value in thousands,,303.4,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.3,value in thousands,,2.3,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,12.2,value in thousands,,12.2,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.9,value in millions,,1.9,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,261.2,value in thousands,,261.2,2023-06-01
2023,June,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,1.3,value in millions,,1.3,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,98.0,value in percentage,,98.0,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,96.7,value in percentage,,96.7,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.3,value in percentage,,97.3,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,99.5,value in percentage,,99.5,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,85.8,value in percentage,,85.8,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.0,value in percentage,,99.0,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,97.6,value in percentage,,97.6,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.5,value in percentage,,99.5,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.7,value in percentage,,99.7,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.8,value in percentage,,99.8,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.2,value in percentage,,99.2,2023-06-01
2023,June,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2023-06-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.2,value in millions,,1.2,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,473.8,value in thousands,,473.8,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,48.4,value in thousands,,48.4,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,293.3,value in thousands,,293.3,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.7,value in thousands,,4.7,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,43.0,value in thousands,,43.0,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,736.0,value in thousands,,736.0,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.3,value in thousands,,2.3,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,7.6,value in thousands,,7.6,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,2.2,value in millions,,2.2,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,232.2,value in thousands,,232.2,2023-07-01
2023,July,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,722.7,value in thousands,,722.7,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,98.0,value in percentage,,98.0,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,95.9,value in percentage,,95.9,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,93.8,value in percentage,,93.8,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.7,value in percentage,,98.7,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,85.5,value in percentage,,85.5,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.2,value in percentage,,99.2,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,98.7,value in percentage,,98.7,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.3,value in percentage,,99.3,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.8,value in percentage,,99.8,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.8,value in percentage,,99.8,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.5,value in percentage,,98.5,2023-07-01
2023,July,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.2,value in percentage,,99.2,2023-07-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.0,value in millions,,1.0,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,801.5,value in thousands,,801.5,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,30.1,value in thousands,,30.1,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,255.2,value in thousands,,255.2,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,3.4,value in thousands,,3.4,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,38.1,value in thousands,,38.1,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,52.7,value in thousands,,52.7,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,2.4,value in thousands,,2.4,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,2.3,value in thousands,,2.3,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,2.2,value in millions,,2.2,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,216.3,value in thousands,,216.3,2023-08-01
2023,August,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,454.2,value in thousands,,454.2,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,98.5,value in percentage,,98.5,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,98.7,value in percentage,,98.7,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,97.6,value in percentage,,97.6,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.9,value in percentage,,98.9,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,85.0,value in percentage,,85.0,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.6,value in percentage,,99.6,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,92.3,value in percentage,,92.3,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.9,value in percentage,,98.9,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.4,value in percentage,,99.4,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.8,value in percentage,,99.8,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.2,value in percentage,,99.2,2023-08-01
2023,August,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.4,value in percentage,,99.4,2023-08-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,910.4,value in thousands,,910.4,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,630.2,value in thousands,,630.2,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,18.6,value in thousands,,18.6,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,199.4,value in thousands,,199.4,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,2.9,value in thousands,,2.9,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,46.7,value in thousands,,46.7,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,35.5,value in thousands,,35.5,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.1,value in thousands,,1.1,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,1.6,value in thousands,,1.6,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,2.1,value in millions,,2.1,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,133.8,value in thousands,,133.8,2023-09-01
2023,September,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,419.7,value in thousands,,419.7,2023-09-01
2023,September,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.9,value in percentage,,97.9,2023-09-01
